date_str,cota_m
1971-08-08,0.9166666666666666
1971-08-09,0.8999999999999999
1971-08-10,0.89
1971-08-11,0.8833333333333333
1971-08-12,0.8733333333333334
1971-08-13,0.8566666666666666
1971-08-14,0.84
1971-08-15,0.8166666666666665
1971-08-16,0.8099999999999999
1971-08-17,0.7933333333333333
1971-08-18,0.7800000000000001
1971-08-19,0.7600000000000001
1971-08-20,0.7400000000000001
1971-08-21,0.7233333333333333
1971-08-22,0.7133333333333334
1971-08-23,0.69
1971-08-24,0.6733333333333333
1971-08-25,0.6566666666666666
1971-08-26,0.64
1971-08-27,0.63
1971-08-28,0.62
1971-08-29,0.61
1971-08-30,0.5966666666666666
1971-08-31,0.5733333333333334
1971-09-01,0.5700000000000001
1971-09-02,0.5566666666666666
1971-09-03,0.5433333333333333
1971-09-04,0.5366666666666666
1971-09-05,0.5233333333333333
1971-09-06,0.5099999999999999
1971-09-07,0.49333333333333335
1971-09-08,0.48
1971-09-09,0.48333333333333334
1971-09-10,0.4633333333333334
1971-09-11,0.4633333333333334
1971-09-12,0.4633333333333334
1971-09-13,0.4533333333333333
1971-09-14,0.45
1971-09-15,0.45
1971-09-16,0.4366666666666667
1971-09-17,0.41999999999999993
1971-09-18,0.38999999999999996
1971-09-19,0.37333333333333335
1971-09-20,0.36333333333333334
1971-09-21,0.36000000000000004
1971-09-22,0.3466666666666667
1971-09-23,0.3333333333333333
1971-09-24,0.3333333333333333
1971-09-25,0.33
1971-09-26,0.34
1971-09-27,0.3499999999999999
1971-09-28,0.37666666666666665
1971-09-29,0.4033333333333333
1971-09-30,0.4466666666666667
1971-10-01,0.49
1971-10-02,0.51
1971-10-03,0.5366666666666667
1971-10-04,0.5866666666666667
1971-10-05,0.5933333333333334
1971-10-06,0.5966666666666667
1971-10-07,0.63
1971-10-08,0.66
1971-10-09,0.66
1971-10-10,0.68
1971-10-11,0.7066666666666667
1971-10-12,0.73
1971-10-13,0.7366666666666667
1971-10-14,0.77
1971-10-15,0.8266666666666667
1971-10-16,0.86
1971-10-17,0.85
1971-10-18,0.82
1971-10-19,0.79
1971-10-20,0.7666666666666666
1971-10-21,0.7366666666666667
1971-10-22,0.7333333333333334
1971-10-23,0.7233333333333333
1971-10-24,0.7533333333333334
1971-10-25,0.7866666666666667
1971-10-26,0.81
1971-10-27,0.8233333333333334
1971-10-28,0.8300000000000001
1971-10-29,0.8533333333333334
1971-10-30,0.8466666666666667
1971-10-31,0.86
1971-11-01,0.8933333333333334
1971-11-02,0.9633333333333334
1971-11-03,0.9700000000000001
1971-11-04,0.9933333333333333
1971-11-05,0.9933333333333333
1971-11-06,1.0033333333333334
1971-11-07,1.0
1971-11-08,1.0
1971-11-09,1.0
1971-11-10,0.98
1971-11-11,0.9700000000000001
1971-11-12,0.9800000000000001
1971-11-13,0.9966666666666667
1971-11-14,1.0266666666666666
1971-11-15,1.0599999999999998
